######## fewstep: mdlm x qed | k=[1 2 4 8] N=[300 30 10 100 1000]
######## lambda=[20] seeds=[1 2 3 4 5] on GPU 1 at 2026. 08. 26. (수) 00:15:43 KST
=============== N=300 ===============
  mdlm_fs_k4_N10_lam20_edlm_s5                       33s  ESS=9.81
  mdlm_fs_k8_N10_lam20_marginal_s1                   26s  ESS=10
  mdlm_fs_k8_N10_lam20_edlm_s1                       28s  ESS=9.76
  mdlm_fs_k8_N10_lam20_marginal_s2                   27s  ESS=9.74
  mdlm_fs_k8_N10_lam20_edlm_s2                       27s  ESS=9.59
  mdlm_fs_k8_N10_lam20_marginal_s3                   27s  ESS=9.94
  mdlm_fs_k8_N10_lam20_edlm_s3                       26s  ESS=9.88
  mdlm_fs_k8_N10_lam20_marginal_s4                   27s  ESS=9.46
  mdlm_fs_k8_N10_lam20_edlm_s4                       26s  ESS=9.47
  mdlm_fs_k8_N10_lam20_marginal_s5                   27s  ESS=9.84
  mdlm_fs_k8_N10_lam20_edlm_s5                       27s  ESS=9.69
=============== N=100 ===============
  mdlm_fs_k1_N100_lam20_marginal_s1                 123s  ESS=99.1
  mdlm_fs_k1_N100_lam20_edlm_s1                     124s  ESS=97.9
  mdlm_fs_k1_N100_lam20_marginal_s2                 123s  ESS=98.3
  mdlm_fs_k1_N100_lam20_edlm_s2                     127s  ESS=98.7
  mdlm_fs_k1_N100_lam20_marginal_s3                 123s  ESS=99.1
  mdlm_fs_k1_N100_lam20_edlm_s3                     126s  ESS=99.3
  mdlm_fs_k1_N100_lam20_marginal_s4                 126s  ESS=98.1
  mdlm_fs_k1_N100_lam20_edlm_s4                     124s  ESS=99.8
  mdlm_fs_k1_N100_lam20_marginal_s5                 126s  ESS=99.1
  mdlm_fs_k1_N100_lam20_edlm_s5                     123s  ESS=98.6
  mdlm_fs_k2_N100_lam20_marginal_s1                  73s  ESS=98.1
  mdlm_fs_k2_N100_lam20_edlm_s1                      70s  ESS=98.7
  mdlm_fs_k2_N100_lam20_marginal_s2                  73s  ESS=100
  mdlm_fs_k2_N100_lam20_edlm_s2                      71s  ESS=98.5
  mdlm_fs_k2_N100_lam20_marginal_s3                  72s  ESS=97.9
  mdlm_fs_k2_N100_lam20_edlm_s3                      73s  ESS=98
  mdlm_fs_k2_N100_lam20_marginal_s4                  71s  ESS=96.4
  mdlm_fs_k2_N100_lam20_edlm_s4                      72s  ESS=98.7
  mdlm_fs_k2_N100_lam20_marginal_s5                  71s  ESS=95.1
  mdlm_fs_k2_N100_lam20_edlm_s5                      71s  ESS=98.9
  mdlm_fs_k4_N100_lam20_marginal_s1                  45s  ESS=94.9
  mdlm_fs_k4_N100_lam20_edlm_s1                      46s  ESS=92.7
  mdlm_fs_k4_N100_lam20_marginal_s2                  45s  ESS=93.6
  mdlm_fs_k4_N100_lam20_edlm_s2                      45s  ESS=94.3
  mdlm_fs_k4_N100_lam20_marginal_s3                  45s  ESS=96.3
  mdlm_fs_k4_N100_lam20_edlm_s3                      44s  ESS=93.9
  mdlm_fs_k4_N100_lam20_marginal_s4                  44s  ESS=95.8
  mdlm_fs_k4_N100_lam20_edlm_s4                      44s  ESS=94.7
  mdlm_fs_k4_N100_lam20_marginal_s5                  45s  ESS=97.4
  mdlm_fs_k4_N100_lam20_edlm_s5                      46s  ESS=94.8
  mdlm_fs_k8_N100_lam20_marginal_s1                  31s  ESS=97.3
  mdlm_fs_k8_N100_lam20_edlm_s1                      32s  ESS=91.6
  mdlm_fs_k8_N100_lam20_marginal_s2                  31s  ESS=87.1
  mdlm_fs_k8_N100_lam20_edlm_s2                      32s  ESS=98.4
  mdlm_fs_k8_N100_lam20_marginal_s3                  31s  ESS=92.8
  mdlm_fs_k8_N100_lam20_edlm_s3                      33s  ESS=95.9
  mdlm_fs_k8_N100_lam20_marginal_s4                  32s  ESS=92.9
  mdlm_fs_k8_N100_lam20_edlm_s4                      31s  ESS=98.4
  mdlm_fs_k8_N100_lam20_marginal_s5                  32s  ESS=92.6
  mdlm_fs_k8_N100_lam20_edlm_s5                      32s  ESS=93.2
=============== N=1000 ===============
  mdlm_fs_k1_N1000_lam20_marginal_s1                663s  ESS=984
  mdlm_fs_k1_N1000_lam20_edlm_s1                    670s  ESS=975
  mdlm_fs_k1_N1000_lam20_marginal_s2                682s  ESS=996
  mdlm_fs_k1_N1000_lam20_edlm_s2                    672s  ESS=993
  mdlm_fs_k1_N1000_lam20_marginal_s3                660s  ESS=983
  mdlm_fs_k1_N1000_lam20_edlm_s3                    648s  ESS=985
  mdlm_fs_k1_N1000_lam20_marginal_s4                670s  ESS=979
  mdlm_fs_k1_N1000_lam20_edlm_s4                    677s  ESS=974
  mdlm_fs_k1_N1000_lam20_marginal_s5                648s  ESS=995
  mdlm_fs_k1_N1000_lam20_edlm_s5                    656s  ESS=982
  mdlm_fs_k2_N1000_lam20_marginal_s1                344s  ESS=966
  mdlm_fs_k2_N1000_lam20_edlm_s1                    326s  ESS=973
  mdlm_fs_k2_N1000_lam20_marginal_s2                330s  ESS=968
  mdlm_fs_k2_N1000_lam20_edlm_s2                    330s  ESS=984
  mdlm_fs_k2_N1000_lam20_marginal_s3                334s  ESS=961
  mdlm_fs_k2_N1000_lam20_edlm_s3                    330s  ESS=976
  mdlm_fs_k2_N1000_lam20_marginal_s4                335s  ESS=971
  mdlm_fs_k2_N1000_lam20_edlm_s4                    322s  ESS=943
  mdlm_fs_k2_N1000_lam20_marginal_s5                337s  ESS=984
  mdlm_fs_k2_N1000_lam20_edlm_s5                    328s  ESS=985
  mdlm_fs_k4_N1000_lam20_marginal_s1                171s  ESS=906
  mdlm_fs_k4_N1000_lam20_edlm_s1                    168s  ESS=891
  mdlm_fs_k4_N1000_lam20_marginal_s2                178s  ESS=896
  mdlm_fs_k4_N1000_lam20_edlm_s2                    170s  ESS=910
  mdlm_fs_k4_N1000_lam20_marginal_s3                172s  ESS=934
  mdlm_fs_k4_N1000_lam20_edlm_s3                    173s  ESS=921
  mdlm_fs_k4_N1000_lam20_marginal_s4                173s  ESS=925
  mdlm_fs_k4_N1000_lam20_edlm_s4                    175s  ESS=924
  mdlm_fs_k4_N1000_lam20_marginal_s5                170s  ESS=934
  mdlm_fs_k4_N1000_lam20_edlm_s5                    171s  ESS=914
  mdlm_fs_k8_N1000_lam20_marginal_s1                 98s  ESS=818
  mdlm_fs_k8_N1000_lam20_edlm_s1                     98s  ESS=843
  mdlm_fs_k8_N1000_lam20_marginal_s2                 97s  ESS=849
  mdlm_fs_k8_N1000_lam20_edlm_s2                     98s  ESS=758
  mdlm_fs_k8_N1000_lam20_marginal_s3                 96s  ESS=820
  mdlm_fs_k8_N1000_lam20_edlm_s3                     99s  ESS=890
  mdlm_fs_k8_N1000_lam20_marginal_s4                 96s  ESS=859
  mdlm_fs_k8_N1000_lam20_edlm_s4                     94s  ESS=829
  mdlm_fs_k8_N1000_lam20_marginal_s5                 94s  ESS=809
  mdlm_fs_k8_N1000_lam20_edlm_s5                     95s  ESS=890
######## Done at 2026. 08. 26. (수) 06:58:46 KST: 798 csv
